Bytes,Memcpy,Memcpy_Moop,Memcpy_Fast
1245,87465,20955,9080
1246,87585,21185,9380
1247,88105,21335,9650
1248,87840,20190,8440
1249,87885,20375,9020
1250,87995,20325,9400
1251,88355,20670,9620
1252,87770,20385,8840
1253,88165,20955,9300
1254,88535,20715,9610
1255,88655,21770,9860
1256,88200,20325,7440
1257,88145,20435,7810
1258,88415,20480,8120
1259,88715,20935,8360
1260,88010,20535,7640
1261,88515,20865,8020
1262,88705,20895,8290
1263,88915,21275,8580
1264,88700,20590,20425
1265,88765,21205,8110
1266,89015,20825,8490
1267,89415,21055,8670
1268,88720,20950,7910
1269,89215,21225,8550
1270,89485,21445,8700
1271,89645,21535,8990
1272,89360,20875,7990
1273,89435,21055,8570
1274,90255,21315,8740
1275,89845,21385,9000
1276,89420,21415,8240
1277,89595,21445,8760
1278,90065,21475,9170
1279,90425,21895,9370
1280,89820,20590,8330
1281,90015,20785,8860
1282,90205,21025,9040
1283,90565,21380,9330
1284,90080,20875,8570
1285,90325,21305,9210
1286,90545,21205,9360
1287,90895,21775,9740
1288,90560,20815,7700
1289,90435,20925,8230
1290,90745,20980,8410
1291,91035,21235,8640
1292,90330,21155,7870
1293,90535,21555,8270
1294,90805,21315,8570
1295,91195,21735,8980
1296,90820,20950,7980
1297,90875,21215,8470
1298,91265,21365,8700
1299,91570,21865,8950
1300,91110,21470,8170
1301,91375,21695,8810
1302,92355,22035,9040
1303,91915,22025,9380
1304,91450,21435,8310
1305,91565,21615,8720
1306,91785,21575,9100
1307,92095,21995,9280
1308,91670,21745,8520
1309,91925,21985,9130
1310,92405,22225,9360
1311,92605,22265,9755
1312,92030,21090,8620
1313,92085,21275,9050
1314,92425,21305,9400
1315,92705,21625,9610
1316,92280,21715,8940
1317,92495,21745,9370
1318,92875,21695,9640
1319,93115,22075,10050
1320,92730,21355,7895
1321,104465,21745,8130
1322,92865,21460,8390
1323,93185,21845,8680
1324,92510,21515,7860
1325,92735,21885,8340
1326,93245,21805,8610
1327,93345,22425,9060
1328,93110,21440,7990
1329,93125,21775,8510
1330,93315,21885,8740
1331,93715,22035,8990
1332,93260,22160,8260
1333,93575,22235,8750
1334,93955,22215,9140
1335,94165,22515,9310
1336,93730,21775,8220
1337,93705,22245,8760
1338,94215,22930,9030
1339,94465,22365,9390
1340,93940,22205,8700
1341,94155,22425,9080
1342,94455,22455,9460
1343,94705,22965,9640
1344,94210,21440,8660
1345,94385,21815,9090
1346,94615,21795,9470
1347,95535,22245,9645
1348,94420,22125,8950
1349,94795,22155,9460
1350,95025,22295,9680
1351,95305,22485,10020
1352,94750,21795,8020
1353,94805,22035,8500
1354,95075,22170,8790
1355,95405,22275,9070
1356,94620,22340,8140
1357,94895,22315,8670
1358,95375,22295,8940
1359,95595,22805,9330
1360,95320,21930,8250
1361,95365,22265,8730
1362,95625,22225,9140
1363,95985,22595,9290
1364,95480,22660,8620
1365,163880,22825,9050
1366,96135,22755,9350
1367,96375,23055,9760
1368,95750,22345,8520
1369,95955,22595,9170
1370,96345,22765,9320
1371,96735,22855,9620
1372,96040,22675,8960
1373,96375,22915,9460
1374,165550,23095,9650
1375,96985,23455,9940
1376,96490,21940,8990
1377,96595,22335,9470
1378,96895,22415,9760
1379,97205,22585,10020
1380,96740,22545,9190
1381,96955,22715,9770
1382,97255,22675,9980
1383,97675,23255,10390
1384,97010,22285,7880
1385,96975,22405,8190
1386,97355,22720,8550
1387,97475,22755,8750
1388,96750,22575,8010
1389,97315,22825,8520
1390,97465,22785,8760
1391,97845,24140,9000
1392,97470,22500,8110
1393,97705,22755,8540
1394,97825,22715,8770
1395,98235,23085,9140
1396,97650,23060,8390
1397,97855,23165,8940
1398,98200,23265,9140
1399,98515,23545,9500
1400,98330,22845,8290
1401,98205,23360,8930
1402,98435,23045,9220
1403,98705,23345,9480
1404,98180,23115,8610
1405,98555,23485,9150
1406,98765,23515,9420
1407,99245,23945,9810
1408,98680,22420,8720
1409,98665,22895,9290
1410,99085,22825,9530
1411,99365,23075,9800
1412,112000,23165,8960
1413,99125,23135,9590
1414,99455,23235,9820
1415,99735,23555,10130
1416,99270,22825,8180
1417,99065,23880,8440
1418,99635,22940,8780
1419,99795,23315,9030
1420,98980,23065,8180
1421,99565,23245,8790
1422,99615,23545,8960
1423,99945,23695,9350
1424,99790,22990,8350
1425,99845,23225,8780
1426,99955,23405,9160
1427,100365,23625,9470
1428,99860,23600,8570
1429,100155,23655,9170
1430,100485,23735,9470
1431,100925,24105,9760
1432,100400,23195,8630
1433,100425,23775,9140
1434,100685,23860,9460
1435,101125,23965,9820
1436,100480,23605,8910
1437,100685,23895,9520
1438,101155,24295,9800
1439,101445,24295,10070
1440,100990,22990,8910
1441,100885,23285,9440
1442,101205,23265,9710
1443,115095,23775,10000
1444,101210,23405,9230
1445,101425,23695,9760
1446,101865,23705,10030
1447,101935,23955,10320
1448,101430,23535,8110
1449,101525,23455,8620
1450,101655,23500,8890
1451,102015,23945,9110
1452,101170,23475,8210
1453,101725,24005,8710
1454,101925,23835,9080
1455,102175,24135,9270
1456,101920,23480,8290
1457,102055,23665,8800
1458,102375,23905,9190
1459,170590,24205,9360
1460,102150,23850,8580
1461,102445,24145,9120
1462,102885,24245,9390
1463,103125,24685,9710
1464,102500,23775,8590
1465,102595,23990,9160
1466,103005,24095,9400
1467,103185,24325,9835
1468,115820,24285,9020
1469,102975,24605,9500
1470,103255,24485,9720
1471,103565,24835,10010
1472,103070,23510,9030
1473,103275,23985,9590
1474,103545,23755,9820
1475,103845,24135,10090
1476,103100,24025,9570
1477,103645,24115,9870
1478,103845,24435,10170
1479,104195,24495,10380
1480,103620,23825,8440
1481,103575,23945,8800
1482,103985,23920,9150
1483,104185,24385,9350
1484,104180,24305,8630
1485,103835,24225,9120
1486,104125,24255,9280
1487,104545,24625,9730
1488,104150,24170,8620
1489,104355,24235,9100
1490,104535,24185,9370
1491,104775,24505,9740
1492,104370,24585,8880
1493,104535,24845,9420
1494,104945,24665,9690
1495,105285,25005,9980
1496,104760,24255,9040
1497,104735,24485,9430
1498,105165,24805,9800
1499,105435,24815,10040
1500,104840,24635,9465
1501,105605,25085,9750
1502,105635,24955,10180
1503,105795,25545,10350
1504,105350,24020,9230
1505,105455,24385,9760
1506,105735,24315,10030
1507,105975,24615,10270
1508,105440,24635,9590
1509,105825,24815,10080
1510,106135,24715,10390
1511,106305,24935,10710
1512,105980,24295,8170
1513,105725,24655,8710
1514,106085,24480,8920
1515,106385,24785,9240
1516,105680,24535,8320
1517,106005,24995,8850
1518,106345,24955,9190
1519,106735,25045,9480
1520,106460,24460,8380
1521,118810,24905,9030
1522,106795,24955,9180
1523,107085,25025,9580
1524,106550,24900,8690
1525,106865,25195,9230
1526,107165,25445,9500
1527,107385,25525,9790
1528,106890,24795,8720
1529,106955,24975,9445
1530,107535,25215,9620
1531,107635,25595,9800
1532,107090,25075,9070
1533,107455,25465,9660
1534,107745,25445,9920
1535,107975,25825,10120
1536,107590,24710,9030
1537,107585,24835,9620
1538,108045,24885,9930
1539,108245,25155,10270
1540,107690,24875,9350
1541,108115,25385,9890
1542,108335,25205,10280
1543,108635,25505,10450
1544,108020,24805,8500
1545,107925,24855,8975
1546,108535,25110,9150
1547,108655,25225,9500
1548,107890,25025,8740
1549,108315,25205,9100
1550,108645,38035,9430
1551,108875,25765,9780
1552,108560,25000,8710
1553,176930,25285,9220
1554,109055,25165,9570
1555,109355,25735,9750
1556,108790,25390,9080
1557,109085,25685,9650
1558,109435,25645,9880
1559,109625,25925,10170
1560,109100,25495,8980
1561,109145,25615,9470
1562,109595,25495,9900
1563,109955,25915,10080
1564,109290,25825,9450
1565,109625,25925,9840
1566,109885,25885,10140
1567,110275,26265,10300
1568,109800,25000,9230
1569,109935,25485,9930
1570,110225,25225,10170
1571,110505,25645,10420
1572,109930,25295,9610
1573,110235,25665,23005
1574,110575,25905,10340
1575,110815,25995,10630
1576,110300,26170,8540
1577,110335,25415,8980
1578,110495,25710,9300
1579,110885,25715,9610
1580,110060,25515,8640
1581,110505,25775,9140
1582,110935,25725,9440
1583,111145,26355,9700
1584,179580,25630,8700
1585,111015,25625,9260
1586,111125,25695,9550
1587,111405,26065,9920
1588,111010,26080,9010
1589,111185,26105,9550
1590,111645,26215,9820
1591,111865,26565,10270
1592,111040,25915,9060
1593,111575,26245,9660
1594,111715,26115,9950
1595,112125,26415,10270
1596,111600,26125,9400
1597,111885,26405,9980
1598,112095,26645,10200
1599,112525,26755,10510
1600,111680,25580,9490
1601,111995,25735,9890
1602,112365,26005,10270
1603,112685,26145,10450
1604,112100,25785,9640
1605,112375,26155,10320
1606,112825,26185,10570
1607,112965,26615,10810
1608,112405,25865,8940
1609,112495,25835,9370
1610,112805,26010,9590
1611,112995,26135,9890
1612,112270,26205,8990
1613,112575,26305,9470
1614,112945,26295,9770
1615,113405,26635,10000
1616,113180,26120,9000
1617,112995,26385,9570
1618,113515,26215,9800
1619,113735,26495,10120
1620,113290,26320,9340
1621,113625,26865,9850
1622,113845,26695,10120
1623,114115,27920,10410
1624,113680,26215,9290
1625,113685,26515,9860
1626,114095,26715,10210
1627,114255,26845,10480
1628,113770,26645,9650
1629,114065,26915,10180
1630,114345,26935,10450
1631,115325,27435,10890
1632,114090,25930,9680
1633,114275,26255,10190
1634,114515,26205,10460
1635,114775,26795,10830
1636,114330,26325,10030
1637,114695,26645,10570
1638,114955,26725,10850
1639,115335,27125,11180
1640,114750,26475,8650
1641,114655,26325,9180
1642,114945,26440,9300
1643,115335,26745,9700
1644,114410,26495,8870
1645,114895,26945,9410
1646,115155,26775,9685
1647,115835,27215,9940
1648,115260,26420,8900
1649,115205,26815,9340
1650,115565,26685,9610
1651,115995,27005,9900
1652,115430,26860,9240
1653,115665,27085,9660
1654,115915,27460,9930
1655,116335,27415,10220
1656,115740,26755,9100
1657,115820,27015,9790
1658,116295,26965,9940
1659,116455,27605,10280
1660,115970,27105,9520
1661,116355,27445,10050
1662,116345,27505,10310
1663,116760,27945,10630
1664,116300,26420,9460
1665,116525,26745,10040
1666,116625,26985,10400
1667,117115,27145,10560
1668,116530,26885,9750
1669,116795,27345,10360
1670,117215,27165,10540
1671,117475,27465,10830
1672,116590,27015,8910
1673,116775,26935,9400
1674,117115,26980,9580
1675,117495,27435,9870
1676,116810,26985,9190
1677,117035,27315,9480
1678,117325,27265,9800
1679,117815,27795,10160
1680,117490,26960,8990
1681,117455,27195,9650
1682,117715,27205,9890
1683,117925,27695,10250
1684,117520,27350,9410
1685,117905,27695,10050
1686,118175,27735,10110
1687,118485,28175,10550
1688,117940,27245,9330
1689,118075,27685,10010
1690,118395,27585,10230
1691,118785,28025,10610
1692,118060,27525,9700
1693,118565,27885,10320
1694,118815,28185,10765
1695,119445,28375,10780
1696,118620,26960,9690
1697,131950,27445,10410
1698,119025,27295,10540
1699,119245,27535,10740
1700,118830,27325,10235
1701,119295,27825,10600
1702,119375,27845,10770
1703,119725,28005,11140
1704,119150,27185,8920
1705,119275,27425,9480
1706,119535,27560,9620
1707,119785,27685,10000
1708,119460,27665,9230
1709,119295,27735,9640
1710,119585,27685,9840
1711,119865,28255,10160
1712,119660,27350,9080
1713,119755,27655,9700
1714,120045,27685,9930
1715,120255,29080,10330
1716,119940,27770,9390
1717,120085,28195,10080
1718,120365,28225,10340
1719,120555,28475,10680
1720,120140,27835,9400
1721,120325,28045,10110
1722,120505,28025,10310
1723,120725,28475,10710
1724,120380,28285,9820
1725,120635,28425,10310
1726,121175,28405,10640
1727,121395,28715,10820
1728,120800,27660,9830
1729,120865,27725,10420
1730,121035,27885,10630
1731,121425,28020,10910
1732,121090,27875,10190
1733,121325,28375,10800
1734,121595,28195,11020
1735,122015,28495,11260
1736,121450,27675,9340
1737,121475,28165,9790
1738,121635,27840,9950
1739,121945,28165,10210
1740,121120,28015,9320
1741,121585,28195,9990
1742,121805,28465,10270
1743,122165,28605,10380
1744,122020,80745,9430
1745,121945,28305,9960
1746,122185,28445,10340
1747,122485,28535,10580
1748,122060,28330,9710
1749,122215,28725,10400
1750,122575,29025,10680
1751,122895,28885,10790
1752,135240,28365,9750
1753,122545,28485,10340
1754,122835,28555,10530
1755,123055,29025,10960
1756,122650,28575,10150
1757,122915,28795,10560
1758,123265,28935,10880
1759,123285,29395,11220
1760,123010,27890,10140
1761,123055,28215,10720
1762,123355,28245,10910
1763,123785,28545,11290
1764,123360,28555,10430
1765,123525,28655,10980
1766,123645,28785,11280
1767,124035,28935,11560
1768,123620,28485,9200
1769,123555,28385,9470
1770,123885,28330,9820
1771,124145,28595,10120
1772,123320,28655,9280
1773,176690,28845,9780
1774,124055,28735,9950
1775,124285,29015,10340
1776,123940,28430,9350
1777,124215,28885,9770
1778,124445,28715,10040
1779,124775,28975,10420
1780,124280,29675,9660
1781,124505,29335,10090
1782,124835,29070,10430
1783,125165,29505,10600
1784,124570,28665,9590
1785,124665,29235,10100
1786,125025,29005,10320
1787,125485,29295,10825
1788,125200,29225,9950
1789,125055,29365,10420
1790,125325,29655,10710
1791,125815,29645,11070
1792,125260,28350,9980
1793,125295,28695,10550
1794,125625,28925,10750
1795,126625,29185,11130
1796,125510,28745,10290
1797,125755,29095,10700
1798,126075,29315,11110
1799,126365,29425,11310
1800,125910,28725,9310
1801,125695,28825,9820
1802,126145,36270,10080
1803,126305,29335,10200
1804,125650,28945,9480
1805,126015,29245,10060
1806,126315,29225,10220
1807,126595,29725,10640
1808,126200,28870,9530
1809,126185,29325,10150
1810,126705,29165,10270
1811,126965,29675,10740
1812,126620,29310,9850
1813,126725,29665,10490
1814,127095,29645,10640
1815,127385,29865,10930
1816,126530,29415,9820
1817,126865,29455,10380
1818,127185,29485,10710
1819,127455,29785,10840
1820,126990,29755,10180
1821,127325,29855,10720
1822,127555,29905,11030
1823,127765,30405,11310
1824,140700,29070,10280
1825,127515,29195,10740
1826,127825,29225,11020
1827,128255,29525,11170
1828,127760,41955,10600
1829,127905,29785,10930
1830,128155,29780,11430
1831,128555,29905,11600
1832,127990,29225,9450
1833,127995,29545,9820
1834,128185,29440,10190
1835,128475,29645,10330
1836,127750,29485,9470
1837,128095,29925,10000
1838,128485,29715,10220
1839,128745,30015,10630
1840,128560,29360,9630
1841,128605,29865,10160
1842,128785,29695,10460
1843,129075,29995,10710
1844,128390,29990,9980
1845,128865,30315,10410
1846,129235,30225,10660
1847,129745,30435,10920
1848,129130,29705,9940
1849,129135,29895,10480
1850,129475,30215,10680
1851,129765,30515,10980
1852,129250,30045,10260
1853,129565,30345,10690
1854,129945,30585,11130
1855,130175,30675,11370
1856,129680,29360,10280
1857,129725,29605,10700
1858,130115,29975,11020
1859,130385,30015,11310
1860,130070,29785,10590
1861,130265,30075,11170
1862,130625,30365,11480
1863,130715,30405,11690
1864,130210,29705,9650
1865,142855,29970,10090
1866,130505,30140,10440
1867,130775,30135,10690
1868,130130,29925,9800
1869,130365,30235,10400
1870,130645,42705,10570
1871,130955,30765,11095
1872,130850,30060,9890
1873,130845,30115,10390
1874,131105,30195,24135
1875,131335,30635,10920
1876,130840,30340,10260
1877,131145,30595,10660
1878,131525,30615,11465
1879,132435,31135,11270
1880,131280,30185,10240
1881,131305,30445,10710
1882,131725,30515,10940
1883,132085,31035,11310
1884,131390,30535,10470
1885,131655,30885,11265
1886,132105,30955,11340
1887,132435,31395,11650
1888,131820,29780,10590
1889,131915,30175,11040
1890,132485,30195,11320
1891,132775,30860,11750
1892,132040,31380,10850
1893,132365,30565,11360
1894,132795,30585,11710
1895,133035,30995,11980
1896,132380,30415,9570
1897,132415,30315,9900
1898,132625,30410,10270
1899,133025,31350,10560
1900,132300,30615,9610
1901,132585,30675,10110
1902,132935,30745,10380
1903,133335,31035,10760
1904,132870,30590,9670
1905,132935,30605,10200
1906,202990,30765,10560
1907,133745,30975,10850
1908,146290,30980,9980
1909,133335,31085,10640
1910,133635,31185,10740
1911,133935,31415,11130
1912,133370,30875,10100
1913,134205,31135,10530
1914,133865,30965,10820
1915,134205,31305,11040
1916,133700,31225,10470
1917,133975,31315,10800
1918,134355,31355,11190
1919,134605,31645,11360
1920,133800,30660,10370
1921,134105,30665,10920
1922,134515,30665,11080
1923,134815,31065,11440
1924,134410,31145,10770
1925,134685,31055,11130
1926,134945,32240,11570
1927,135175,31385,11830
1928,134620,31005,9880
1929,134575,30865,10280
1930,134865,30850,10430
1931,135265,31105,10630
1932,134340,30905,10010
1933,203970,31355,10360
1934,135075,31345,10680
1935,135595,31595,10950
1936,135020,30830,9950
1937,135205,31355,10580
1938,135635,31175,10780
1939,135825,31545,10970
1940,135315,31410,10250
1941,135535,31785,10700
1942,135895,31595,11020
1943,136265,31905,11350
1944,135640,31125,10430
1945,135885,31635,10710
1946,136085,31495,11365
1947,136855,32015,11300
1948,135850,31515,10510
1949,136355,32025,11250
1950,136525,31845,11300
1951,136885,32145,11740
1952,136320,30830,10520
1953,136475,31365,11375
1954,136775,31385,11310
1955,137040,31525,11690
1956,136430,31245,10940
1957,136845,31805,11560
1958,137045,31625,11710
1959,137345,31925,12050
1960,138140,31315,10120
1961,136755,31515,10260
1962,137035,31390,10530
1963,137335,31605,10830
1964,136690,31445,9930
1965,137005,31845,10510
1966,137265,31725,10740
1967,137655,32165,11020
1968,137230,31320,9960
1969,137465,31775,10620
1970,137735,31605,10790
1971,138035,31915,11160
1972,137590,31810,10370
1973,137775,32580,10840
1974,138125,32085,11060
1975,138295,32385,11350
1976,137940,31605,10390
1977,138055,32125,11010
1978,138245,32055,11180
1979,138605,32285,11360
1980,137880,32195,10690
1981,138375,32565,11270
1982,138735,32285,11500
1983,139025,32685,11820
1984,138390,31380,10680
1985,138545,31855,11270
1986,138885,31725,11565
1987,139435,32065,11810
1988,138690,31735,10930
1989,139095,32245,11660
1990,139295,32115,11770
1991,139535,32315,12060
1992,139090,31665,10130
1993,139165,31985,10640
1994,139305,31830,10730
1995,139575,32095,11020
1996,138870,31885,10180
1997,139225,32355,10800
1998,139575,32165,11000
1999,139735,32525,11545
2000,139580,32000,10240
2001,139585,32265,10940
2002,140075,32155,11040
2003,140255,32405,11380
2004,139630,32250,10570
2005,140035,32765,11250
2006,140585,32715,11540
2007,140605,32885,11650
2008,140180,32225,10690
2009,140215,32665,11150
2010,140625,32435,11490
2011,140785,32735,11760
2012,140260,32545,11445
2013,141415,33055,11580
2014,140995,32825,11760
2015,141115,33175,12110
2016,140650,31810,11040
2017,140825,32395,11530
2018,141165,32165,11690
2019,141445,32780,12190
2020,141000,32205,11360
2021,141315,32735,11920
2022,141715,32555,12070
2023,141835,32855,12430
2024,141400,32165,9920
2025,141275,32495,10430
2026,141495,32530,10590
2027,141975,32575,10830
2028,141140,32425,10100
2029,141385,32895,10670
2030,141755,32715,10910
2031,142055,33005,11050
2032,141780,33115,10150
2033,141905,32755,10630
2034,142015,32595,10880
2035,142445,32935,11140
2036,141860,32790,10450
2037,142315,33255,10950
2038,142605,33075,11170
2039,142555,33665,11560
2040,142330,32585,10370
2041,142355,33105,10990
2042,142785,32965,11290
2043,143045,33265,11610
2044,142570,32995,10810
2045,142775,34770,11350
2046,142995,33315,11500
2047,143455,33695,11930
2048,143010,32350,10720
2049,143125,32895,11440
2050,143435,32655,11570
2051,143655,32945,11860
2052,142950,32855,11230
2053,143475,33225,11700
2054,143725,33095,11830
2055,144095,33345,12240
2056,143590,32675,10220
2057,143445,32965,10710
2058,143835,33065,10880
2059,144045,33115,11090
2060,143370,32865,10240
2061,143795,33315,10920
2062,144005,33205,10990
2063,144215,33505,11400
2064,143900,32800,10300
2065,156065,33315,11060
2066,144295,33075,11180
2067,144585,33425,11500
2068,144160,33240,10590
2069,144335,33805,11230
2070,144715,33635,11400
2071,198880,33995,11870
2072,144610,33135,10600
2073,144635,33645,11330
2074,145045,33415,11460
2075,145215,33715,11810
2076,144820,33465,10940
2077,145065,34045,11885
2078,145645,33955,11850
